speaker,speaker_id,コンテンツ数
セバスチャン・サルガド,871,1
テイラー・ウィルソン,872,2
ニロファー・マーチャント,873,1
デビッド・ポーグ,874,1
ジェニファー・ヒーリー,875,1
エリック・ブリニョルフソン,876,1
ロバート・ゴードン,877,1
ジョン・マクホーター,878,1
BLACK,879,1
アンドレス・ロザーノ,880,1
トーマス・インセル,881,1
ローラ・スナイダー,882,1
エリック・デイシュマン,883,2
ケラー・リナウド,884,1
フリーマン・ラバウスキー,885,1
ケン・ジェニングス,886,1
スカイラー・ティビッツ,887,2
サンジェイ・ダストゥア,888,1
キース・ムーリカー,889,1
コリン・キャメラー,890,1
リチャード・トゥレレ,891,1
マーク・ショー,892,1
ジェシカ・グリーン,893,2
エリック・ウィテカー,894,2
フランシス・コリンズ,895,1
イ・ヒョンソ,896,1
ダニー・ヒリス,897,3
カタリナ・モタ,898,1
ボノ,899,1
スチュアート・ブランド,900,1
デイビッド・アンダーソン,901,1
シェーン・コイザン,902,1
カケニャ・ンタイヤ ,903,1
ロン・フィンリー,904,1
エディス・ウィダー,905,3
アラン・セイボリー,906,1
アマンダ・パーマー,907,1
ジェニファー・グランホルム,908,1
スガタ・ミトラ,909,2
ブルーノ・メゾニエ,910,1
ウェイド・デイヴィス,911,1
ブルース・ファイラー,912,2
マイケル・ディキンソン,913,1
アンドレア・シュライヒャー,914,1
キース・チェン,915,1
ジェームズ・B・グラットフェルダー,916,1
エリック・シュランゲン,917,1
エディ・ラマ,918,1
シャバナ・バシージ=ラサ,919,1
リー・クローニン,920,2
シーザー・クリヤマ,921,1
タイラー・デウィット:,922,1
ザーラ ランギ,923,1
ファハド・アル＝アティヤ,924,1
アイオ・ティレット・ライト,925,1
ミッチェル・レズニック,926,1
ウィンガム・ローワン,927,1
レスリー・モーガン・スタイナー,928,1
スティーブン・シュバイツバーグ,929,1
コリン・パウエル,930,1
ジャニーン・ディ・ジョバンニ,931,1
コリン・ストークス,932,1
リチャード・ウェラー,933,1
キャメロン・ラッセル,934,1
アンジェラ・パットン,935,1
アンディー・プディコム,936,1
ボグマ・カビセン・ティタンジ,937,1
ジャレット・J・クロザウスカ,938,1
スー・オースティン,939,1
ジョナサン・ハイト,940,2
ドン・レヴィ,941,1
ハディン・パリ―,942,1
カレン・トンプソン・ウォーカー,943,1
ロニー・エドリー,944,1
アダム・デビッドソン,945,1
スティーブン・アディス,946,1
モリー・クロケット,947,1
ロビン・チェイス,948,1
ベン・ソーンダーズ,949,1
マーカス・バーン,950,1
マズ・ジョブラニ,951,2
マーカム・ノーラン,952,1
エレン・オーエン,953,1
ニナ・タンダン,954,1
ジェフ・スミス,955,1
ルドウィク・マリシェーン,956,1
ボビー・ゴッシュ,957,1
パオロ・カルディーニ,958,1
ミュニル・ビラニ,959,1
ジェニーン・シェパード,960,1
ジョナス・エリアソン,961,1
エルネスト・シロッリ,962,1
キャンディ・チャン,963,1
エイモス・ウィンター,964,1
ダフネ・バヴェリア,965,1
デビッド・バインダー,966,1
リー・ベッシュリー,967,1
ハナ・ブランチャー,968,1
アルナチャラム・ムルガナンタム,969,1
ジュリー・バースティン,970,1
ジェフ・ハンコック,971,1
ジョルジェット・ムルヘア,972,1
ゲイリー・グリーンバーグ,973,1
ジェイク・ウッド,974,1
マット・キリングワース,975,1
フェイス・ジェゲディ,976,1
アダム・ガロー二,977,1
エマ・ティーリング,978,1
サンジャイ・プラハン,979,1
ローリー・スチュアート,980,2
ドリス・キム・サン,981,1
レム・シセイ,982,1
デイヴィッド・ピザロ,983,1
パンカジ・ゲマワット,984,1
ライアン･マークリー,985,1
ヘザー・ブルック,986,1
ボー・ロット&エイミー・オトゥール,987,1
ジョン・ウィルバンクス,988,1
エディー・オベン,989,1
マウリツィオ・セラチーニ,990,1
メリッサ・マーシャル,991,1
ルビー・ワックス,992,1
ジョン・マエダ,993,1
トーマス・P・キャンベル,994,1
シモン・ショケン,995,2
ジェイソン・マッキュー,996,1
ロバート・グプタ,997,2
エイミー・カディ,998,1
ビッキー・アロヨ,999,1
アリス・ヴェネティキディス,1000,1
バヒア・シェハブ,1001,1
ベン・ゴールドエイカー,1002,2
クレイ・シャーキー,1003,4
リード・モンタギュー,1004,1
バンディ・ンボビ,1005,1
エド・ギャバガン,1006,1
アンドリュー・ブルーム,1007,1
サラ=ジェイン・ブレイクモア,1008,1
トリストラム・スチュアート,1009,1
ベス・ノヴェック,1010,1
ウェイン・マクレガー,1011,1
スーザン・ソロモン,1012,1
レスリー・T. チャン,1013,1
ヴィクラム・パテル,1014,1
スコット・フレイザー,1015,1
ケント・ラーソン,1016,1
ジョナサン・トレント,1017,1
アントニー・ゴームリー,1018,1
シャム・サンカー,1019,1
ロバート・ニューワース,1020,1
ロブ・レガート,1021,1
ティモシー・プレステロ,1022,1
ジョン・ロンスン,1023,1
ケイトリア＆モーガン・オニール,1024,1
イワン・クラステフ,1025,1
マーク・フォーサイス,1026,1
リサ・クリスティン,1027,1
カービー・ファーガソン,1028,1
パム・ワーハースト,1029,1
マックス・リトル,1030,1
シーラ・エルワージー,1031,1
マーク・アプルバウム,1032,1
ベッキー・マンソン,1033,1
ダフニー・コラー,1034,1
スティーブン・リッツ,1035,1
安替（マイケル・アンティ),1036,1
ノア・ウィルソン・リッチ,1037,1
マイケル・ハンスマイヤー,1038,1
ラメッシュ・ラスカー,1039,1
トレイシー・シュヴァリエ,1040,1
マルテ・スピッツ,1041,1
ジェームズ・スタヴリディス,1042,1
ジョン・グラハム=カミング,1043,1
ニール・ハービソン,1044,1
マット・ミルズ,1045,1
ババ・シフ,1046,1
ジェイミー・ドラモンド,1047,1
ミナ･ビッセル,1048,1
トッド・ハンフリーズ,1049,1
ジャレド・フィックリン,1050,1
マーク・グッドマン,1051,1
クリス・ガーデス,1052,1
ジョナサン・アイゼン,1053,1
ウスマン・リアス＆プレストン・リード,1054,1
ラガヴァ・KK,1055,2
アラナ・シェイク,1056,1
ボアズ・アルモグ,1057,1
エリン・サックス,1058,1
マッシモ・バンジ,1059,1
リーヴス,1060,1
エドワード・オズボーン・ウィルソン,1061,1
ニラマルヤ・クマー,1062,1
ジョン・ニュエン,1063,1
ヴォルフガング・ケッスリング,1064,1
ピーター・ノーヴィグ,1065,1
ディビッド・R・ダウ,1066,1
LZ グランダーソン,1067,1
ビーバン・キドロン,1068,1
ジョン・ホッケンベリー,1069,1
レベッカ・オニー,1070,1
アミ・クリン,1071,1
ジョン・ホッジマン,1072,1
ダミアン パリン,1073,1
テリー・ムーア,1074,2
クイックソティック・フュージョン,1075,1
セバスチャン・デターディング,1076,1
ダリア・ムガヘッド,1077,1
ウィリアム・ノエル,1078,1
ケン・ゴールドバーグ,1079,1
デイビッド・マッケイ,1080,1
レジー・ワッツ,1081,1
フィリップ・プティ,1082,1
ハンス・ロスリング,1083,9
ネイサン・ウルフ,1084,1
マイケル・マクダニエル,1085,1
JR,1086,2
カール・シューノーヴァー,1087,1
デビッド・ケリー,1088,1
ジャン=バティスト・ミシェル,1089,2
ターリ・シャーロット,1090,1
バルト・ノルズ,1091,1
レニー・グレッソン,1092,2
ジョシュア・フォア,1093,1
カレン・バス,1094,1
JP・ランガスワミ,1095,1
マイケル・ティルソン・トーマス,1096,1
タヴィ・ジェヴィンソン,1097,1
ロリー・サザーランド,1098,2
ゲリー・コバックス,1099,1
ルーベン･マーゴリン,1100,1
ブレンダ・ブレスワイト,1101,1
エイモリー・ロビンス,1102,1
ジョー・スミス,1103,1
エドゥアルド・パエス,1104,1
マイケル・ノートン,1105,1
ブライアン･グリーン,1106,1
クリスティーナ・ワーリナー,1107,1
ローラ・カーステンセン,1108,1
タリン・サイモン,1109,2
ドリュー・カーティス,1110,1
アトゥール・ガワンデ,1111,1
アビゲイル・ウォッシュバーン,1112,1
タル・ゴールズウォーシー,1113,1
メリンダ・ゲイツ,1114,1
フランス・ドゥ・ヴァール,1115,1
フランク・ウォレン,1116,1
ジョナサン・フォーリー,1117,1
ルーシー・マクレー,1118,1
ジャック・チョイ,1119,1
シェリー・タークル,1120,1
アヤ・ブデール,1121,1
レイマ・ボウィ,1122,1
レギーナ・ドゥーガン,1123,1
ドナルド・サドウェイ,1124,1
ピーター・サウル,1125,1
ノエル・ベアリー・マーズ,1126,1
T.ブーン・ピケンズ,1127,1
ブレネー・ブラウン,1128,2
ロブ・リード,1129,1
ラリー・スミス,1130,1
コリン・ロバートソン,1131,1
ジェニファー・パルカ,1132,1
ジェームス・ハンセン,1133,1
アンドリュー・スタントン,1134,1
ブライアン・スティーブンソン,1135,1
スーザン・ケイン,1136,1
ポール・ギルディン,1137,1
ピーター・ディアマンディス,1138,1
ダニエル・ポーリー,1139,1
ポール・スネルグローブ,1140,1
ケヴィン・アロッカ,1141,1
アビ・ルビン,1142,1
タン・レイ,1143,2
シェロモ・ベナルチ,1144,1
シャイロー・シフ・スールメン,1145,1
クリス・ブリス,1146,1
二ール・マクレガー,1147,1
ガース・レンツ,1148,1
ポール・コネリー,1149,1
ルシアン・エンゲラン,1150,1
ジェナ・マッカーシー,1151,1
タイロン・ヘイズとペネロピ・ジャゲッサー・シェイファー,1152,1
ドリュー・ダドリー,1153,1
エリック・ヨハンソン,1154,1
ジャック・ホーナー,1155,2
シーカ・アル・マヤッサ,1156,1
ニール・バージェス,1157,1
マイク・ディグリー,1158,1
エリカ・フランクル,1159,1
ショーン・エイカー,1160,1
ビル・ドイル,1161,1
ペイター・ファン・ウルム,1162,1
ミック・マウンツ,1163,1
ゲイル・スマク・レモン,1164,1
アリエル・ガルテン,1165,1
ブライアン・ゴールドマン,1166,1
リサ・ハルーニ,1167,1
ジュリアン・バジーニ,1168,1
シーナ・アイエンガー,1169,2
アラン・ド・ボトン,1170,2
ソナール・ロスラ,1171,1
モーリー,1172,1
ドリュー・ベリー,1173,1
ヨーナス＝ガール・ストーレ,1174,1
"ローレン・ホッジ,シュリー・ボーズ,ネオミ・シャー",1175,1
セバスチャン・ウェルニッケ,1176,1
パディ・アッシュダウン,1177,1
ジェーン・フォンダ,1178,1
A.J. ジェイコブス,1179,1
アルベルト・カイロ,1180,1
カレン・チェ,1181,1
ダニエル・ゴールドステイン,1182,1
シーラ・ニーレンバーグ,1183,1
アントニオ・ダマシオ,1184,1
ロマーナ・パイアーソン,1185,1
ホーマロ・カントゥ、ベン・ロシェ,1186,1
パヴァン・スクデフ,1187,1
キエン・グエン,1188,1
モニカ・ブラジ,1189,1
ステフォン・ハリス,1190,1
ヨアヴ・メダン,1191,1
シェリル・ハヤシ,1192,1
ルイス・フォン・アーン,1193,1
スルジャ・ポポビッチ,1194,1
キャサリン・シュルツ,1195,2
チャールズ・リム,1196,1
アニー・マーフィー・ポール,1197,1
デイモン・ホロヴィッツ,1198,2
エイミー・パーディ,1199,1
ブリッタ・ライリー,1200,1
ジョー・サビア,1201,1
ペーター・ファンクハウザー,1202,1
フィル・プレート,1203,1
ロビン・インス,1204,1
トーマス・スウォレズ,1205,1
シンシア・ケニヨン,1206,1
イブ・ロッシー,1207,1
アレグザンダー・シアラス,1208,1
チャーリー・トッド,1209,1
アラン・ジョーンズ,1210,1
ベン・カシーラ,1211,1
マーチン・ハンジク,1212,1
ダニエル・ウォルパート,1213,1
アナ・ムラチェク・ディートリック,1214,1
ポール・ザック,1215,1
ハサン・エラヒ,1216,1
ベアトリス・コロン,1217,1
ジェイ・ブラッドナー,1218,1
リチャード・ウィルキンソン,1219,1
ナタリー・ミーバック,1220,1
トッド・クイケン,1221,1
ジャスティン・ホール・ティピング,1222,1
バンカー・ロイ,1223,1
ジェー・リム・リー,1224,1
パメラ・メイヤー,1225,1
イアン・リッチー,1226,1
リチャード・セイモア,1227,1
アリソン・ゴプニック,1228,1
チャールズ・ヘイゼルウッド,1229,1
マイク・ビドル,1230,1
グラハム・ヒル,1231,1
楊瀾（ヤン・ラン）,1232,1
ダニエル・ドゥ・ニース,1233,1
ジャレット・メルツ,1234,1
ジョフ・マルガン,1235,1
エイブラハム・バルギーズ,1236,1
サニー・ブラウン,1237,1
エリザベス・マーチソン,1238,1
エイミー・ロックウッド,1239,1
ニーアル・ファーガソン,1240,1
ローレン・ザラツニック,1241,1
リチャード・レズニック,1242,1
ケイト・ハートマン,1243,1
ミシャ・グレニー,1244,1
ラガヴァKK,1245,1
エドワード・テナー,1246,1
ジョアン・ハリファックス,1247,1
ジュリア・バッチャ,1248,1
スバンテ・ペーボ,1249,1
ルシアン・ウォーコウィッチ,1250,0
ジェレミー・ギレイ,1251,1
ダイアン・デナポリ,1252,1
アレックス・ステッフェン,1253,1
フィリップ・ジンバルド,1254,3
イヴ・エンズラー,1255,1
マーク・パーゲル,1256,1
アダム・オストロー,1257,1
ジョゼット・シーラン,1258,1
ジェフリー・ウェスト,1259,1
マルクス・フィッシャー,1260,1
ケヴィン・スラヴィン,1261,1
タンディ・ニュートン,1262,1
ナディア・アルサカフ,1263,1
ティム・ハルフォード,1264,1
ニーナ・タンドン,1265,1
サイモン・ルイス,1266,1
ジョナサン・ドローリ,1267,2
ネイサン・ミアボルド,1268,2
マット・カッツ,1269,1
ロバート・ハモンド,1270,1
デイブ・デブロンカート,1271,1
ラジェッシュ・ラオ,1272,1
ジョシュア・ウォルターズ,1273,1
オナー・ハージャー,1274,1
ジョク・チャーチ,1275,1
ダニエル・タメット,1276,1
ビル・フォード,1277,1
マヤ・バイザー,1278,1
オニックス・アシャンティ,1279,1
スティーブ・キール,1280,1
シェイ・ヘンブリー,1281,1
ダニエル・クラフト,1282,2
JD・シュラム,1283,1
アリス・ドレジャー,1284,1
ポール・ローマー,1285,2
ジャネット・エシェルマン,1286,1
ジェシー・アーリントン,1287,1
アーロン・オコンネル,1288,1
ステファン・サグマイスター,1289,2
デニス・ホン,1290,2
ロバート・グプタ、ジョシュア・ローマン,1291,1
ムスタファ・アキオル,1292,1
シュリン・ネスハット,1293,1
アーロン・コブリン,1294,1
エリオット・クレーン,1295,1
トーマス・ヘザウィック,1296,1
レナード・サスキンド,1297,1
フィオレンゾ・オメネト,1298,1
ロン・ガットマン,1299,1
ポール・ニックレン,1300,1
ショーン・キャロル,1301,1
スザンヌ・リー,1302,1
カルロ・ラッティ,1303,1
フィリス・ロドリゲス/アイーシャ・エルファフィ,1304,1
イーライ・パリザー,1305,1
アービン・グペラ,1306,1
マイク・マタス,1307,1
アンジェラ・ベルチャー,1308,1
ブルース・シュナイアー,1309,1
ハーヴィ・ファインバーグ,1310,1
リック・エリアス,1311,1
アニル・アナンサスワーミー,1312,1
ジョン・ハンター,1313,1
サム・リチャーズ,1314,1
スーザン・リム,1315,1
マーチン・ヤクボスキー,1316,1
ロジャー・イーバート,1317,1
デイブ・メスリン,1318,1
デビッド・クリスチャン,1319,1
ジャクソン・ブラウン,1320,1
キャロライン・ケイシー,1321,1
ミック・エベリング,1322,1
モーガン・スパーロック,1323,1
チャディー・メン・タン,1324,1
スタンリー・マクリスタル,1325,1
アンマリ－・トーマス,1326,1
セバスチャン・スラン,1327,1
ラルフ・ラングナー,1328,1
パトリシア・ライアン,1329,1
クラロン・マクファダン,1330,1
エイソー・ベンダー,1331,1
ポール・ルート・ウォルプ,1332,1
イザベル・ベーンケ,1333,1
サラ・ケイ,1334,1
ロヒール・ファン・デル・ハイデ,1335,1
マーク・ベゾス,1336,1
ジャナ・レヴィン,1337,1
デイヴィッド・ブルックス,1338,1
ロブ・ハーモン,1339,1
デブ・ロイ,1340,1
アンソニー・アタラ,1341,2
ワエル・ゴニム,1342,1
ワダー・カンファー,1343,1
アーン・トリオ,1344,1
エリザベス・リンジー,1345,1
ノリーナ・ハーツ,1346,1
マデレーン・オルブライト,1347,1
リサ・ガンスキー,1348,1
ジャクリン・ノヴォグラッツ,1349,3
パトリシア・クール,1350,1
ヘールト・チャトロウ,1351,1
マイケル・パウリィン,1352,1
ソマリアを救う親子医師,1353,1
シンシア・ブリジール,1354,1
ナイジェル・マーシュ,1355,1
スーヘー・ハミッド,1356,1
クリストファー・マクドーガル,1357,1
ジョハナ・ブレクリー,1358,1
デール・ドーファティ,1359,1
ケイト・オルフ,1360,1
ライザ・ドネリー,1361,1
トーマス・ゲッツ,1362,1
マーティン・ジャック,1363,1
ヘザー・ナイト,1364,1
アンダース・インナーマン,1365,1
ヴァン・ジョーンズ,1366,1
ナオミ・クライン,1367,1
チャリティー・ティーレマン・ディック,1368,1
アリ・カーシェルマン,1369,1
トーマス・トウェイツ,1370,1
アンバー・ケイス,1371,1
ジョディ・ウィリアムズ,1372,1
ニール・パスリチャ,1373,1
デボラ・ローズ,1374,1
チャールス・リム,1375,1
アリアナ・ハフィントン,1376,1
マジョラ・カーター,1377,1
ビバリー + デレック・ジュベール,1378,1
ルーファス・グリスコムとアリサ・ヴォルクマン,1379,1
ダイアナ・ローファンバーグ,1380,1
ハンナ・ロージン,1381,1
キラン・ベディ,1382,1
トニー・ポーター,1383,1
ハッラ・トーマスドッティル,1384,1
アーサー・ポッツ・ドーソン,1385,1
バート・ウィートジェンス,1386,1
ウィリアム・ユーリー,1387,1
マルセル・ディック,1388,1
バーク・ベア,1389,1
ダン・フィリップス,1390,1
ジェイソン・フリード,1391,1
ザイナブ・サルビ,1392,1
キム・ゴーゴンズ,1393,1
ジョン・ハーディ,1394,1
クリスティーナ・ジャーディ,1395,1
デニス・ダットン,1396,1
コンラッド・ウルフラム,1397,1
エリック・バーロウ,1398,1
オーレット・ヴァン・ヘーデン,1399,1
アーロン・ヒューイ,1400,1
エミリー・ピロトン,1401,1
ステファン・ウォルフ,1402,1
アンドリュー・バード,1403,1
ジェロ・マイセンブク,1404,1
デイビッド・ビスマルク,1405,1
トム・チャットフィールド,1406,1
ミワ・マトレイェク,1407,1
シモン・スタインバーグ,1408,1
バートン・シーバー,1409,1
ジョセフ・ナイ,1410,1
R.A.マシェルカー,1411,1
デビッド・バーン,1412,2
パトリック・シャパット,1413,1
ダイアナ・コーヘン,1414,1
Heribert Watzke,1415,1
ジェシカ・ジャクリー,1416,1
ピーター・ハース,1417,1
ナタリー・ジェレミジェンコ,1418,1
メリンダ・フレンチ・ゲイツ,1419,1
ステファノ・マンクソー,1420,1
ステイシー・クレマー,1421,1
ティム・ジャクソン,1422,1
エベン・ベイヤー,1423,1
メチャイ・ビラバイダヤ,1424,1
インゲ・ミスマール,1425,1
セバスチャン・スン,1426,1
ゲアリー・ウォルフ,1427,1
ジュリアン トレジャー,1428,1
ファビアン・ヘマート,1429,1
アニー・レノックス,1430,1
ミッチェル ベッサー,1431,1
スティーブン ジョンソン,1432,1
クリスティン･メンデルツマ,1433,1
キャロライン・フィリップス,1434,1
ニコラス・クリスタキス,1435,2
ジェッサ・ギャンブル,1436,1
ベン・キャメロン,1437,1
カーン・ロス,1438,1
レイチェル・サスマン,1439,1
デレク・シヴァーズ,1440,3
ニック・マークス,1441,1
ダン・コブリー,1442,1
リー・ホッズ,1443,1
デビッド・マキャンドレス,1444,1
セス・プリーバッチ,1445,1
ジャミール・アブ＝ワーダ,1446,1
ピーター・モリニュー,1447,1
シェリル・ウーダン,1448,1
ジェイソン・クレイ,1449,1
ルイス・ピュー,1450,2
ローリー・サントス,1451,1
ジョン・ディレイニー,1452,1
ケビン・ストーン,1453,1
ディミター・サセロフ,1454,1
ジュリアン・アサンジ,1455,1
イーサン・ザッカーマン,1456,1
マット・リドリー,1457,1
ナリーニ・ナドカーニ,1458,1
エレン・グスタファソン,1459,1
ブノワ・マンデルブロ,1460,1
ミッチェル・ジョーチム,1461,1
カーター・エマート,1462,1
スティーブン・パランビ,1463,1
ヒレル・クーパーマン,1464,1
アディティ・シャンカーダス,1465,1
チャールズ リードビーター,1466,1
メリアン・バンジェス,1467,1
チップ・コンリー,1468,1
アナンダ・シャンカール・ジャヤント,1469,1
キャメロン・ヘロルド,1470,1
ピーター・タイヤック,1471,1
マーガレット・スチュワート,1472,1
マイケル・シャーマー,1473,2
討論,1474,1
ロイ・サザランド,1475,1
ジョン・カサオナ,1476,1
アダム・サドウスキー,1477,1
ブライアン・コックス,1478,2
クリストファー・「ムート」・プール,1479,1
ブライアン・スケリー,1480,1
ジョン・アンダーコフラー,1481,1
シャーミーン・オベイド・チノイ,1482,1
ジョアンナ・ブレイクリー,1483,1
クレイグ・ベンター,1484,1
リチャード・シアーズ,1485,1
ディー・ボーズマ,1486,1
グレアム・ヒル,1487,1
ウィリアム・リー,1488,1
ジュリア・スウィーニ,1489,1
ダン・メイヤー,1490,1
トーマス・ドルビー,1491,1
アニル・グプタ,1492,1
ジェレミー・ジャクソン,1493,1
サイモン シネック,1494,1
エスター・デュフロ,1495,1
ジョージ・ホワイトサイド,1496,2
ロズ・サベージ,1497,1
スティーブン・ウルフラム,1498,1
カヴィータ・ラムダス,1499,1
オマール・アフマド,1500,1
フレデリック・バラガデ,1501,1
ジェームズ・ランディ,1502,1
テルマ・ゴールデン,1503,1
キャサリン・モーア,1504,2
ジョナサン・クレイン,1505,1
マイケル・スペクター,1506,1
ディーン・ケーメン,1507,1
エリザベス・ピザーニ,1508,1
アドーラ・スヴィタク,1509,1
シェーカル・カプール,1510,1
カーク・シトロン,1511,1
シュクラ・ボース,1512,1
ケビン・ベールズ,1513,1
ジョエル・レヴィーン,1514,1
アランシーグル,1515,1
ジュリアナ・マチャド・フェレイラ,1516,1
ケン・カムラー,1517,1
エリック・ディシュマン,1518,0
マーク・ロス,1519,1
エリック・ミード,1520,1
ダン・バーバー,1521,1
ギャリー・ローダー,1522,1
The LXD,1523,1
ジェームス・キャメロン,1524,1
ゲリー・フレーク,1525,1
ダニエル・カーネマン,1526,1
ラガヴァ・ＫＫ,1527,0
パワン・シンハ,1528,1
テンプル・グランディン,1529,1
エリク・トポル,1530,1
フィリップ ハワード,1531,1
エイミー・マリンズ,1532,2
デービッド・キャメロン,1533,1
ジェイミー・オリバー,1534,1
トム・シャノン,1535,2
デイビット・アガス,1536,1
ジェイミー・ヘイウッド,1537,1
ジェーン・チェン,1538,1
イヴ・エンスラー,1539,1
ジョシュア・プリンス＝ラマス,1540,1
ビル・ダベンホール,1541,1
レービン・アグラワール,1542,1
デイビッド・ブレイン,1543,1
ラリテス・カトラガダ,1544,1
キラン ビア セイシ,1545,1
カーティック・サティアナラヤン,1546,1
ハービー・ハンコック,1547,1
ダン・ベットナー,1548,1
ニック・ヴィーシー,1549,1
V. S. ラマチャンドラン,1550,1
アシェル・ハサン,1551,1
スティーヴン・カウリー,1552,1
シャフィ・メイサー,1553,1
ジェームス・ゲーリー,1554,1
チャールズ・アンダーソン,1555,1
アレクシス・オハニアン,1556,1
ライアン・ロボ,1557,1
ロレッタ・ナポレオニ,1558,1
トゥラシラジ・ラヴィラ,1559,1
マーク・パクター,1560,1
スニータ・クリシュナン,1561,1
スコット・キム,1562,1
アンドレア・ゲッズ,1563,1
シャシ・タルール,1564,1
マリカ・サラバイ,1565,1
マグナス・ラーソン,1566,1
デブドゥット・パッタナイク,1567,1
フィールズ・ウィッカー・ミウリン,1568,1
マチュー・ ルアヌール,1569,1
プラナフ・ミストリー,1570,1
シンシア・シュナイダー,1571,1
エドワード・バーティンスキー,1572,1
レイチェル・パイク,1573,1
キャメロン・シンクラー,1574,1
ステファーナ・ブロードベント,1575,1
マーカス・デュ・ソートイ,1576,1
ベッキー・ブラントン,1577,1
レイチェル・アームストロング,1578,1
デイヴィッド・ドイチュ,1579,1
イアン・ゴールディン,1580,1
マーク・コスカ,1581,1
イタイ・タルガム,1582,1
ポール・デベヴェック,1583,1
ヘンリー・マークラム,1584,1
デイビッド・ハンソン,1585,1
エリック・サンダーソン,1586,1
サム・マーティン,1587,1
ボー・ロット,1588,1
チママンダ・アディーチェ,1589,1
デビッド・ローガン,1590,1
キャロリン・スティール,1591,1
ジョン・ガーズマ,1592,1
ガリク・イスラエリアン,1593,1
カレン・アームストロング,1594,1
ティム・ブラウン,1595,1
パラグ・カンナ,1596,1
ウィリアム・カムクァンバ,1597,1
ジョナサン・ジットレイン,1598,1
エフゲニー・モロゾフ,1599,1
イモジェン・ヒープ,1600,1
オリバー・サックス,1601,1
ジョン・ロイド,1602,1
ビャルケ・インゲルス,1603,1
ミーシャ・グレニー,1604,1
レベッカ・サクス,1605,1
ジェームズ・バログ,1606,1
スティーブ・トルグリア,1607,1
エヴァン グラント,1608,1
ジョッシュ・シルバー,1609,1
キャリー・フォウラー,1610,1
ナターシャ・ザコス,1611,1
エリック・ガイラー,1612,1
ダニエル・ピンク,1613,1
エマニュエル・ジャル,1614,1
ジャニン・ベニュス,1615,1
マイケル・プリチャード,1616,1
エレイン・モーガン,1617,1
ゴラン・レヴィン,1618,1
ゴードン・ブラウン,1619,1
ニーナ・ジャブロンスキー,1620,1
ジム・ファロン,1621,1
オラファー・エリアソン,1622,1
キャリー マリス,1623,1
ソーパール・イアー,1624,1
イームズ・デミトロワ,1625,1
ダニエル・リベスキンド,1626,1
ゲーバー・タリー,1627,1
レイ・ザハブ,1628,1
キャサリン・フルトン,1629,1
ポール・コリアー,1630,1
ダイアナ・バンスコータ,1631,1
ジェーン・ポインター,1632,1
リチャード・セント・ジョン,1633,2
ナンシー・エトコフ,1634,1
ケビン・サーレス,1635,1
ジョン・ラグルー,1636,1
ピート・アルコーン,1637,1
ヤン・アルテュス=ベルトラン,1638,1
リズ・コールマン,1639,1
ジョナタン・ドロリー,1640,1
ジェイ・ウォーカー,1641,1
ミッシェル・オバマ,1642,1
ホアキム・デ・ポサダ,1643,1
イヴ・べアール,1644,1
カロリン・ポロコ,1645,1
メアリー・ローチ,1646,1
レイ・アンダーソン,1647,1
ナチュラリー７,1648,1
セス・ゴーディン,1649,1
ルイズ・フレスコ,1650,1
ショーン・ゴーリー,1651,1
マイケル・メルゼニッチ,1652,1
アレックス・タバロック,1653,1
ベン・カチョア,1654,1
ネイト・シルバー,1655,1
エリック・ハースマン,1656,1
ニールズ・ディフリエント,1657,1
マーガレット・ワーザイム,1658,1
マシュー・チャイルド,1659,1
ジョアン・クチェラ‐モーリン,1660,1
グレゴリー・ストック,1661,1
シャイ・アガシ,1662,1
ボニー・バスラー,1663,1
ブルース・ブエノ・デ・メスキータ,1664,1
ナサニエル・カーン,1665,1
P・W・シンガー,1666,1
クリストファー・ディーム,1667,1
ウェリ・ゲーゲンシャッツ,1668,1
ジャチェック・ウツコ,1669,1
ソール・グリフィス,1670,1
カマール・メトル,1671,1
ダニエル・デネット,1672,1
ティム・バーナーズ・リー,1673,1
スチュアート・ブラウン,1674,1
パティ・マース,1675,1
マイク・ロウ,1676,1
エヴァン・ウィリアムズ,1677,1
エド・ウルブリッチ,1678,1
ジル・ターター,1679,1
シルビア・アール,1680,1
デービット・メリル,1681,1
ジェームズ・バーチフィールド,1682,1
ロバート・ラング,1683,1
ベンジャミン・ザンダー,1684,1
マーク・ビットマン,1685,1
ポール・スタメッツ,1686,1
ジークフリード・ウォルドヘック,1687,1
スティーブン・ホーキング,1688,1
ジル・ボルト・テイラー,1689,1
デイビッド・ガロ,1690,1
マチュー・リシャール,1691,1
テオ・ヤンセン,1692,1
アンソニー・ロビンズ,1693,1
フィル・ボージェス,1694,1
